Open_time,open,high,low,close,volume
2019-03-13,3882.69,3893.56,3840.00,3866.00,24461.01
2019-03-14,3866.00,3920.00,3810.43,3877.12,27048.75
2019-03-15,3877.12,3939.22,3872.20,3923.76,21740.06
2019-03-16,3924.46,4056.98,3921.98,4005.98,28568.38
2019-03-17,4005.98,4012.00,3950.01,3981.14,18814.26
2019-03-18,3981.85,4037.00,3953.33,3987.81,22454.48
2019-03-19,3987.83,4031.00,3970.00,4015.53,19893.74
2019-03-20,4017.48,4050.00,3980.50,4043.04,23432.30
2019-03-21,4043.04,4069.32,3880.01,3980.64,35997.68
2019-03-22,3980.85,4008.00,3968.25,3986.93,20022.61
2019-03-23,3987.89,4018.83,3978.01,4006.01,17302.60
2019-03-24,4006.01,4006.02,3950.00,3992.18,17179.85
2019-03-25,3991.35,3999.30,3888.71,3936.12,33192.89
2019-03-26,3935.47,3958.98,3894.00,3948.55,29349.54
2019-03-27,3948.77,4048.00,3936.15,4038.05,32364.56
2019-03-28,4039.58,4039.70,4002.00,4027.81,20089.29
2019-03-29,4028.22,4123.71,4024.03,4103.25,30084.22
2019-03-30,4104.24,4140.00,4052.00,4106.97,19509.29
2019-03-31,4106.99,4116.12,4082.57,4103.95,13525.09
2019-04-01,4102.44,4158.70,4067.00,4144.56,25507.07
2019-04-02,4144.54,4897.99,4140.54,4857.29,105383.64
2019-04-03,4857.19,5275.01,4753.50,4932.60,109890.13
2019-04-04,4932.59,5039.08,4777.00,4898.66,61054.25
2019-04-05,4898.64,5028.22,4880.62,5004.95,39768.55
2019-04-06,5004.96,5205.00,4928.59,5043.89,41770.84
2019-04-07,5042.07,5234.00,5026.00,5170.27,37615.49
2019-04-08,5170.27,5305.00,5039.00,5236.90,50178.43
2019-04-09,5238.38,5238.40,5076.68,5150.00,34067.01
2019-04-10,5150.00,5422.00,5135.00,5308.25,40073.62
2019-04-11,5307.86,5332.67,4927.00,5017.37,54696.60
2019-04-12,5017.37,5080.58,4861.22,5048.01,33276.68
2019-04-13,5047.00,5099.00,5004.00,5045.22,17292.46
2019-04-14,5047.45,5152.99,5000.00,5131.30,18281.61
2019-04-15,5131.28,5167.38,4950.00,5024.95,29057.19
2019-04-16,5024.95,5197.72,5003.94,5173.72,24242.23
2019-04-17,5173.72,5230.40,5146.80,5202.82,23307.54
2019-04-18,5202.41,5287.00,5198.80,5258.44,22619.24
2019-04-19,5258.44,5320.00,5175.00,5258.68,24611.24
2019-04-20,5258.68,5333.42,5230.10,5291.73,19168.91
2019-04-21,5292.91,5314.35,5165.00,5256.14,25549.57
2019-04-22,5257.41,5400.00,5208.35,5357.14,29563.85
2019-04-23,5357.14,5600.00,5332.41,5493.31,41262.10
2019-04-24,5490.91,5582.20,5333.35,5415.00,48224.15
2019-04-25,5415.00,5491.84,5102.00,5219.90,49636.09
2019-04-26,5220.47,5510.00,5161.62,5314.10,48912.29
2019-04-27,5315.00,5342.50,5257.67,5295.69,15422.90
2019-04-28,5295.69,5340.00,5259.48,5307.52,14371.43
2019-04-29,5309.81,5332.00,5178.80,5238.14,19918.14
2019-04-30,5238.14,5339.98,5192.15,5320.81,22238.07
2019-05-01,5321.94,5402.00,5316.20,5383.20,17217.47
2019-05-02,5383.20,5538.00,5370.00,5492.87,22795.79
2019-05-03,5494.81,5844.00,5477.57,5772.69,46297.17
2019-05-04,5770.62,5900.00,5587.45,5829.45,39682.41
2019-05-05,5829.83,5839.90,5696.00,5775.62,23822.54
2019-05-06,5773.18,5805.00,5619.14,5747.79,25256.60
2019-05-07,5749.92,6028.41,5747.74,5846.34,39905.06
2019-05-08,5846.34,6014.72,5772.20,5987.29,23074.19
2019-05-09,5986.66,6224.55,5983.71,6209.18,27453.01
2019-05-10,6209.95,6468.92,6172.00,6373.33,36623.61
2019-05-11,6375.16,7343.99,6372.85,7076.22,74022.42
2019-05-12,7076.24,7521.78,6750.00,6967.31,86948.98
2019-05-13,6968.24,8100.00,6870.00,7790.71,85804.74
2019-05-14,7795.62,8366.00,7599.56,7947.56,76583.72
2019-05-15,7945.26,8249.00,7850.00,8169.87,37884.33
2019-05-16,8169.08,8320.00,7705.00,7866.59,69630.51
2019-05-17,7868.67,7925.00,6913.00,7355.26,88752.01
2019-05-18,7355.28,7458.00,7156.61,7257.45,37054.94
2019-05-19,7257.32,8275.09,7243.08,8148.48,65577.44
2019-05-20,8147.94,8156.03,7553.00,7938.15,65859.21
2019-05-21,7937.16,8042.32,7771.00,7904.87,52301.75
2019-05-22,7904.48,8016.00,7465.00,7628.43,49136.99
2019-05-23,7627.80,7940.98,7461.00,7851.51,49648.18
2019-05-24,7849.95,8130.00,7766.00,7964.87,46664.79
2019-05-25,7964.52,8091.80,7908.34,8025.41,28414.33
2019-05-26,8023.00,8740.00,7833.42,8614.43,49652.14
2019-05-27,8612.54,8908.32,8589.00,8756.32,51886.77
2019-05-28,8752.52,8798.49,8510.63,8715.64,31470.55
2019-05-29,8716.87,8750.00,8406.60,8645.68,33880.87
2019-05-30,8646.50,9074.26,8005.00,8269.54,70380.00
2019-05-31,8267.10,8594.00,8108.50,8555.00,44727.49
2019-06-01,8555.00,8626.00,8442.36,8544.07,31868.23
2019-06-02,8545.10,8814.78,8524.00,8725.98,27835.13
2019-06-03,8726.00,8800.95,8080.80,8115.82,45692.97
2019-06-04,8115.66,8115.66,7481.02,7687.03,74143.95
2019-06-05,7687.04,7896.70,7572.78,7776.50,48679.66
2019-06-06,7778.08,7868.13,7444.58,7786.70,36624.12
2019-06-07,7787.57,8100.00,7737.49,7980.53,33942.23
2019-06-08,7978.94,8044.65,7751.00,7893.62,22657.33
2019-06-09,7895.28,7935.00,7506.66,7628.13,31568.47
2019-06-10,7627.57,8020.00,7511.00,7982.75,36756.08
2019-06-11,7981.00,8010.00,7692.23,7884.90,30335.00
2019-06-12,7884.90,8200.00,7788.99,8127.64,41597.08
2019-06-13,8127.64,8309.82,8010.03,8218.54,30467.76
2019-06-14,8216.44,8684.41,8144.32,8650.00,39835.25
2019-06-15,8650.88,8864.99,8567.63,8808.70,31791.64
2019-06-16,8810.77,9333.00,8760.00,8953.33,63289.25
2019-06-17,8953.00,9444.00,8950.00,9313.96,47895.49
2019-06-18,9312.13,9336.36,8950.00,9081.55,51554.57
2019-06-19,9081.97,9304.00,8960.00,9255.49,32147.71
2019-06-20,9253.76,9590.00,9175.20,9517.12,34556.05
2019-06-21,9518.06,10174.99,9518.06,10159.86,50484.42
2019-06-22,10159.86,11160.00,9921.72,10729.50,104169.45
2019-06-23,10729.00,11392.64,10555.18,10906.07,57445.32
2019-06-24,10905.95,11143.63,10620.80,11056.59,43101.05
2019-06-25,11056.59,11850.00,11026.00,11820.86,61276.69
2019-06-26,11821.28,13970.00,11741.00,13093.80,155930.15
2019-06-27,13098.38,13478.04,10525.10,11329.99,173894.82
2019-06-28,11329.99,12480.00,10982.88,12400.63,95795.20
2019-06-29,12407.06,12441.54,11475.02,11903.13,69642.07
2019-06-30,11903.13,12180.00,10766.03,10854.10,84512.53
2019-07-01,10854.10,11282.28,10030.00,10624.93,90962.27
2019-07-02,10624.90,10938.75,9727.00,10842.85,109561.04
2019-07-03,10844.98,11991.89,10841.04,11940.00,96815.90
2019-07-04,11940.00,12000.00,11055.00,11145.67,66512.22
2019-07-05,11145.67,11406.83,10796.44,10970.73,63534.35
2019-07-06,10982.41,11665.00,10964.51,11256.49,51469.50
2019-07-07,11256.45,11538.00,11094.37,11406.24,38884.80
2019-07-08,11410.00,12338.03,11220.00,12238.60,52182.37
2019-07-09,12238.60,12794.73,12068.00,12543.41,78442.13
2019-07-10,12548.51,13147.08,11569.00,12108.37,109246.04
2019-07-11,12108.11,12111.73,11000.00,11342.89,87506.46
2019-07-12,11342.88,11885.00,11073.00,11757.22,56321.86
2019-07-13,11757.22,11799.98,10830.00,11355.76,54245.59
2019-07-14,11355.78,11452.00,10103.00,10174.18,72517.58
2019-07-15,10174.18,11100.00,9860.00,10838.72,81922.43
2019-07-16,10833.78,11028.00,9350.01,9439.59,97219.44
2019-07-17,9430.17,9957.00,9060.00,9667.92,84942.67
2019-07-18,9668.86,10788.00,9252.00,10627.16,80283.31
2019-07-19,10628.64,10769.71,10121.84,10504.29,56546.93
2019-07-20,10505.78,11068.99,10350.00,10740.23,47331.90
2019-07-21,10740.27,10817.90,10288.00,10589.45,38834.29
2019-07-22,10590.15,10683.16,10100.00,10340.31,40467.95
2019-07-23,10343.08,10343.97,9822.00,9864.91,47624.37
2019-07-24,9864.78,9937.00,9525.00,9763.28,43475.38
2019-07-25,9763.40,10175.00,9720.03,9879.87,37873.35
2019-07-26,9882.15,9889.98,9637.00,9824.00,27167.46
2019-07-27,9824.00,10188.66,9333.00,9476.52,43809.78
2019-07-28,9478.92,9594.99,9165.00,9541.54,29401.02
2019-07-29,9541.54,9729.00,9395.00,9507.64,29021.94
2019-07-30,9509.07,9714.28,9402.00,9574.21,32536.37
2019-07-31,9575.00,10109.80,9555.00,10080.53,39515.35
2019-08-01,10080.53,10467.86,9863.46,10374.99,41727.64
2019-08-02,10375.00,10670.00,10281.35,10523.75,42990.44
2019-08-03,10523.75,10904.77,10497.93,10816.86,33802.32
2019-08-04,10816.86,11040.00,10552.00,10929.23,39924.75
2019-08-05,10929.99,11937.52,10927.80,11828.80,65153.67
2019-08-06,11830.00,12330.70,11226.70,11481.69,76705.39
2019-08-07,11481.69,12141.17,11382.84,11975.03,69173.39
2019-08-08,11975.04,12060.00,11521.00,11999.77,51207.26
2019-08-09,11994.17,12045.68,11700.00,11879.99,39427.15
2019-08-10,11879.98,11985.00,11270.00,11309.31,42633.09
2019-08-11,11309.24,11600.00,11112.11,11549.97,26772.91
2019-08-12,11539.08,11577.89,11235.32,11396.08,17568.23
2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.73
2019-08-14,10893.36,10897.48,9928.10,10050.37,54451.85
2019-08-15,10055.16,10460.00,9911.00,10293.93,38174.45
2019-08-16,10296.77,10536.03,9750.00,10331.54,51758.14
2019-08-17,10331.15,10465.14,10000.00,10216.02,29000.58
2019-08-18,10216.05,10500.00,10080.00,10306.78,24085.40
2019-08-19,10306.17,10930.00,10258.60,10915.54,37243.32
2019-08-20,10914.73,10949.96,10560.00,10760.51,32298.92
2019-08-21,10760.51,10804.13,9858.00,10142.57,47355.72
2019-08-22,10140.82,10242.00,9762.00,10099.88,34059.64
2019-08-23,10099.90,10445.00,10019.79,10389.55,27550.34
2019-08-24,10388.16,10419.42,9890.00,10134.35,27692.46
2019-08-25,10134.61,10333.00,9906.97,10142.69,26271.66
2019-08-26,10142.69,10604.00,10137.93,10372.25,41687.51
2019-08-27,10373.60,10391.08,10051.08,10185.05,28402.78
2019-08-28,10185.69,10299.00,9601.01,9721.00,42110.56
2019-08-29,9721.00,9724.00,9320.00,9498.44,35532.69
2019-08-30,9499.01,9696.00,9350.41,9584.54,26834.32
2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.29
2019-09-01,9588.74,9830.00,9520.00,9724.98,19545.40
2019-09-02,9723.59,10450.00,9712.50,10340.00,44740.25
2019-09-03,10340.00,10773.00,10272.00,10615.28,47998.38
2019-09-04,10611.85,10799.00,10369.89,10567.02,43943.89
2019-09-05,10565.92,10900.00,10450.00,10564.49,33970.96
2019-09-06,10563.13,10905.87,10150.00,10298.73,58799.64
2019-09-07,10298.71,10558.00,10288.57,10455.88,27637.88
2019-09-08,10455.90,10592.50,10208.00,10381.18,23984.67
2019-09-09,10381.24,10480.00,10068.50,10303.12,39835.73
2019-09-10,10302.58,10384.99,9953.00,10098.15,28915.41
2019-09-11,10098.19,10293.00,9880.00,10158.33,31953.82
2019-09-12,10158.75,10448.81,10040.00,10415.01,34511.16
2019-09-13,10415.01,10439.00,10153.00,10342.06,30280.34
2019-09-14,10344.13,10419.99,10222.33,10335.02,23621.53
2019-09-15,10332.81,10360.00,10252.15,10302.01,18047.65
2019-09-16,10303.34,10355.00,10078.00,10251.31,28971.40
2019-09-17,10249.68,10275.00,10128.01,10187.82,22914.32
2019-09-18,10187.48,10258.02,10100.00,10156.99,24250.25
2019-09-19,10156.41,10325.00,9653.00,10244.29,44826.28
2019-09-20,10243.70,10281.00,10061.39,10168.59,25088.49
2019-09-21,10167.92,10176.70,9900.00,9986.39,20544.18
2019-09-22,9985.15,10089.00,9853.97,10028.87,22049.28
2019-09-23,10028.05,10049.99,9615.77,9702.25,31937.23
2019-09-24,9702.20,9794.99,7800.00,8493.14,94007.35
2019-09-25,8497.55,8730.00,8215.64,8430.05,60783.89
2019-09-26,8430.05,8465.99,7750.00,8063.73,67930.85
2019-09-27,8063.49,8265.00,7852.15,8177.91,43882.92
2019-09-28,8177.47,8315.00,8001.09,8198.81,34473.61
2019-09-29,8199.38,8229.13,7890.00,8043.82,31544.21
2019-09-30,8043.04,8337.26,7710.00,8289.34,55865.49
2019-10-01,8289.97,8500.00,8173.05,8292.44,43479.59
2019-10-02,8292.67,8373.91,8151.22,8359.94,26243.39
2019-10-03,8360.00,8393.00,8060.00,8223.96,30488.28
2019-10-04,8224.43,8232.41,8005.00,8137.13,26476.33
2019-10-05,8137.09,8183.41,8012.98,8126.19,21907.62
2019-10-06,8127.55,8153.87,7785.00,7854.25,34676.10
2019-10-07,7855.30,8299.92,7762.00,8190.09,52202.07
2019-10-08,8190.82,8325.00,8088.75,8168.39,35452.66
2019-10-09,8170.79,8670.00,8115.00,8560.74,55038.70
2019-10-10,8562.15,8644.00,8414.52,8558.03,39137.95
2019-10-11,8557.82,8779.51,8212.38,8258.50,50405.28
2019-10-12,8257.95,8400.00,8250.00,8300.09,21339.33
2019-10-13,8301.98,8451.37,8160.00,8275.01,27840.74
2019-10-14,8275.24,8388.85,8203.00,8348.20,29810.66
2019-10-15,8346.86,8403.00,8090.00,8159.29,32773.06
2019-10-16,8159.30,8181.16,7917.00,7991.74,34733.59
2019-10-17,7995.02,8124.92,7929.03,8070.58,29656.95
2019-10-18,8070.71,8115.00,7816.01,7947.01,31353.18
2019-10-19,7946.89,8098.10,7866.92,7948.01,26627.89
2019-10-20,7949.87,8297.00,7870.00,8223.35,34286.45
2019-10-21,8223.35,8333.00,8142.03,8197.27,30448.68
2019-10-22,8197.28,8297.99,8000.00,8020.00,34651.83
2019-10-23,8020.06,8047.59,7300.00,7466.62,63897.46
2019-10-24,7468.47,7503.68,7337.99,7412.41,32714.38
2019-10-25,7412.41,8799.00,7361.00,8655.02,90748.22
2019-10-26,8655.88,10370.00,8470.38,9230.00,162588.59
2019-10-27,9230.00,9794.98,9074.34,9529.93,93833.54
2019-10-28,9528.23,9902.10,9160.00,9205.14,80174.22
2019-10-29,9204.45,9550.00,9072.00,9407.62,64158.46
2019-10-30,9407.62,9409.84,9001.01,9154.72,55241.79
2019-10-31,9154.02,9405.00,8913.00,9140.85,54376.02
2019-11-01,9140.86,9279.00,9030.00,9231.61,43594.81
2019-11-02,9231.40,9373.74,9186.21,9289.52,28923.06
2019-11-03,9289.85,9362.57,9066.14,9194.71,27894.38
2019-11-04,9196.46,9513.68,9115.84,9393.35,45894.46
2019-11-05,9392.40,9454.95,9175.76,9308.66,45935.87
2019-11-06,9307.73,9440.91,9250.01,9339.05,37336.17
2019-11-07,9339.16,9375.00,9101.00,9216.20,39117.47
2019-11-08,9214.00,9261.00,8696.00,8773.73,62107.29
2019-11-09,8773.74,8880.00,8724.88,8809.41,29469.48
2019-11-10,8809.18,9147.19,8750.00,9039.47,34422.03
2019-11-11,9040.16,9072.32,8618.68,8733.27,44888.05
2019-11-12,8733.36,8888.00,8567.60,8821.94,40366.63
2019-11-13,8821.91,8844.99,8702.00,8777.12,26810.12
2019-11-14,8777.54,8800.00,8582.60,8646.68,33468.47
2019-11-15,8646.38,8790.00,8400.00,8471.73,46087.42
2019-11-16,8471.62,8543.00,8400.00,8491.02,20902.30
2019-11-17,8490.74,8635.00,8350.68,8502.40,27009.04
2019-11-18,8502.87,8503.52,8060.00,8187.17,43017.69
2019-11-19,8186.50,8218.63,8003.00,8133.64,43556.06
2019-11-20,8133.83,8264.29,8038.40,8098.01,32466.23
2019-11-21,8098.56,8134.73,7500.00,7627.74,58418.78
2019-11-22,7627.79,7750.00,6790.00,7268.23,126603.14
2019-11-23,7268.23,7344.48,7080.01,7311.57,50449.89
2019-11-24,7311.10,7330.39,6861.00,6903.28,67890.21
2019-11-25,6900.23,7377.69,6515.00,7109.57,119645.74
2019-11-26,7109.99,7340.00,7017.48,7156.14,65722.40
2019-11-27,7154.75,7655.00,6840.00,7508.52,92452.87
2019-11-28,7507.90,7643.00,7360.00,7419.49,56933.98
2019-11-29,7418.52,7850.00,7362.30,7739.68,60745.30
2019-11-30,7740.99,7810.00,7441.00,7541.89,46989.43
2019-12-01,7540.63,7541.85,7210.00,7390.89,60769.34
2019-12-02,7391.50,7420.56,7151.10,7294.28,46330.26
2019-12-03,7294.42,7400.00,7241.35,7292.71,33149.48
2019-12-04,7292.71,7750.00,7067.00,7194.32,83153.70
2019-12-05,7194.59,7485.00,7150.00,7389.00,59306.68
2019-12-06,7389.00,7590.03,7305.00,7527.47,48189.09
2019-12-07,7527.80,7619.62,7470.16,7488.21,31498.68
2019-12-08,7487.31,7564.00,7374.86,7510.11,29856.90
2019-12-09,7510.11,7650.00,7273.00,7338.64,46621.89
2019-12-10,7338.64,7407.60,7157.10,7224.13,49723.76
2019-12-11,7224.15,7275.50,7125.66,7210.00,30093.09
2019-12-12,7210.00,7295.00,7080.30,7198.08,42288.60
2019-12-13,7197.76,7309.05,7190.76,7258.48,27609.87
2019-12-14,7257.37,7271.77,7012.00,7064.05,29561.99
2019-12-15,7064.14,7200.30,7008.35,7118.59,26395.78
2019-12-16,7119.60,7150.00,6836.00,6891.72,43863.99
2019-12-17,6891.44,6942.21,6560.00,6623.82,53865.07
2019-12-18,6623.84,7440.00,6435.00,7277.83,95636.65
2019-12-19,7277.83,7380.00,7038.31,7150.30,55509.05
2019-12-20,7151.31,7220.00,7079.50,7187.83,32132.07
2019-12-21,7188.01,7190.58,7105.00,7132.75,19467.17
2019-12-22,7131.59,7518.54,7122.47,7501.44,39137.46
2019-12-23,7500.71,7695.38,7265.84,7317.09,68052.00
2019-12-24,7317.30,7436.68,7157.04,7255.77,43629.49
2019-12-25,7255.77,7271.77,7128.86,7204.63,27492.04
2019-12-26,7205.01,7435.00,7157.12,7202.00,36259.76
2019-12-27,7202.00,7275.86,7076.42,7254.74,33642.70
2019-12-28,7254.77,7365.01,7238.67,7316.14,26848.98
2019-12-29,7315.36,7528.45,7288.00,7388.24,31387.11
2019-12-30,7388.43,7408.24,7220.00,7246.00,29605.91
2019-12-31,7246.00,7320.00,7145.01,7195.23,25954.45
2020-01-01,7195.24,7255.00,7175.15,7200.85,16792.39
2020-01-02,7200.77,7212.50,6924.74,6965.71,31951.48
2020-01-03,6965.49,7405.00,6871.04,7344.96,68428.50
2020-01-04,7345.00,7404.00,7272.21,7354.11,29987.97
2020-01-05,7354.19,7495.00,7318.00,7358.75,38331.09
2020-01-06,7357.64,7795.34,7346.76,7758.00,54635.70
2020-01-07,7758.90,8207.68,7723.71,8145.28,91171.68
2020-01-08,8145.92,8455.00,7870.00,8055.98,112622.64
2020-01-09,8054.72,8055.96,7750.00,7817.76,64239.52
2020-01-10,7817.74,8199.00,7672.00,8197.02,82406.78
2020-01-11,8198.86,8286.34,8003.16,8020.01,54810.03
2020-01-12,8020.01,8197.00,7960.00,8184.98,38131.49
2020-01-13,8184.97,8196.00,8055.89,8110.34,31159.76
2020-01-14,8110.34,8880.00,8105.54,8810.01,120399.13
2020-01-15,8814.64,8916.48,8564.00,8821.41,84816.30
2020-01-16,8820.01,8859.81,8586.00,8720.01,51991.07
2020-01-17,8720.15,9041.65,8672.44,8913.28,70897.74
2020-01-18,8913.27,8988.88,8806.38,8915.96,38294.75
2020-01-19,8915.09,9198.98,8466.00,8701.70,70676.89
2020-01-20,8701.72,8746.99,8521.28,8642.35,38896.64
2020-01-21,8642.35,8789.00,8488.00,8736.03,36494.69
2020-01-22,8736.04,8818.00,8590.00,8682.36,29080.56
2020-01-23,8682.77,8691.81,8306.39,8404.52,48165.94
2020-01-24,8404.52,8528.02,8238.00,8439.00,41687.53
2020-01-25,8438.99,8451.26,8254.90,8340.58,25521.16
2020-01-26,8340.01,8618.13,8293.66,8615.00,31130.49
2020-01-27,8614.39,9000.00,8535.00,8907.57,53973.54
2020-01-28,8907.57,9400.00,8862.40,9374.21,74584.85
2020-01-29,9375.34,9449.24,9216.00,9301.53,53864.07
2020-01-30,9301.57,9578.00,9204.44,9513.21,60626.74
2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.02
2020-02-01,9351.71,9464.53,9281.00,9384.61,28578.07
2020-02-02,9384.41,9477.03,9120.00,9331.51,45690.91
2020-02-03,9331.59,9618.79,9234.00,9292.24,50892.13
2020-02-04,9291.35,9350.00,9093.01,9197.02,53308.18
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.42
2020-02-06,9612.03,9862.57,9526.35,9772.00,64949.71
2020-02-07,9772.00,9885.00,9730.00,9813.73,43966.11
2020-02-08,9813.87,9940.00,9667.11,9895.05,43600.84
2020-02-09,9895.04,10166.00,9880.75,10151.75,43408.48
2020-02-10,10151.72,10188.00,9756.00,9851.83,59573.08
2020-02-11,9851.74,10323.59,9700.00,10223.08,62422.40
2020-02-12,10223.08,10450.00,10223.08,10326.46,61008.06
2020-02-13,10325.33,10500.00,10080.00,10229.63,79344.36
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.48
2020-02-15,10344.36,10375.00,9801.00,9904.72,57657.20
2020-02-16,9904.46,10050.00,9638.12,9917.27,60024.00
2020-02-17,9910.70,9964.16,9452.67,9706.00,70261.01
2020-02-18,9706.00,10250.00,9576.01,10164.71,70604.12
2020-02-19,10164.78,10250.00,9350.00,9593.79,55162.59
2020-02-20,9594.65,9699.00,9400.00,9596.42,60152.34
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.55
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.76
2020-02-23,9650.85,9990.00,9645.00,9936.40,37702.09
2020-02-24,9936.40,9990.00,9473.56,9656.13,55796.60
2020-02-25,9655.52,9675.00,9250.00,9315.84,54379.34
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.35
2020-02-27,8786.00,8971.77,8531.00,8823.21,72483.58
2020-02-28,8823.25,8900.00,8445.00,8692.91,71155.21
2020-02-29,8690.80,8790.00,8523.55,8523.61,36748.18
2020-03-01,8523.61,8750.00,8411.00,8531.88,43892.20
2020-03-02,8530.30,8965.75,8498.00,8915.24,60401.32
2020-03-03,8911.18,8919.65,8651.00,8760.07,55155.00
2020-03-04,8760.07,8848.29,8660.00,8750.87,38696.48
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.87
2020-03-06,9054.64,9170.00,8985.50,9131.88,43782.95
2020-03-07,9130.89,9188.00,8835.00,8886.66,45422.20
2020-03-08,8885.25,8886.76,8000.00,8033.31,77537.32
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.86
2020-03-10,7929.87,8149.00,7728.01,7894.56,86783.44
2020-03-11,7894.57,7980.00,7590.00,7934.52,79942.41
2020-03-12,7934.58,7966.17,4410.00,4800.00,261505.61
2020-03-13,4800.01,5955.00,3782.13,5578.60,402201.67
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.14
2020-03-15,5172.48,5940.00,5093.10,5361.30,139916.15
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92
2020-03-17,5028.86,5525.00,4921.45,5312.64,150089.93
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.63
2020-03-19,5393.26,6400.00,5252.53,6162.37,199020.87
2020-03-20,6162.05,6900.00,5670.00,6208.36,219298.33
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.67
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.99
2020-03-23,5816.05,6600.00,5688.00,6467.31,164674.22
2020-03-24,6465.25,6833.00,6371.33,6744.72,151138.01
2020-03-25,6744.69,6957.96,6450.00,6677.43,132155.73
2020-03-26,6677.42,6780.00,6510.00,6737.36,83026.56
2020-03-27,6737.27,6842.59,6261.00,6359.11,82914.97
2020-03-28,6359.11,6360.00,6024.00,6236.65,93159.69
2020-03-29,6236.65,6266.00,5866.56,5881.42,63311.63
2020-03-30,5880.50,6599.00,5857.76,6394.38,118889.55
2020-03-31,6394.45,6523.23,6321.40,6410.44,72337.60
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.75
2020-04-02,6643.36,7198.00,6551.00,6794.09,149299.91
2020-04-03,6793.86,7048.00,6602.10,6734.10,104080.28
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.86
2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.36
2020-04-06,6772.78,7355.14,6765.00,7329.90,118052.00
2020-04-07,7329.90,7459.69,7077.00,7197.32,103585.17
2020-04-08,7197.32,7420.00,7150.00,7361.28,76059.15
2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.87
2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.62
2020-04-11,6858.92,6944.30,6760.00,6876.83,45470.29
2020-04-12,6876.84,7177.00,6780.00,6903.79,73868.67
2020-04-13,6903.79,6903.79,6575.00,6837.91,96415.48
2020-04-14,6838.04,6978.00,6754.28,6868.70,69068.62
2020-04-15,6868.57,6933.00,6605.00,6621.24,61571.38
2020-04-16,6621.25,7190.00,6468.27,7101.94,125009.86
2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.51
2020-04-18,7026.78,7293.08,7014.40,7248.60,49488.54
2020-04-19,7248.60,7266.15,7055.60,7120.74,45664.86
2020-04-20,7121.40,7220.00,6751.00,6826.83,90149.49
2020-04-21,6828.98,6940.00,6762.00,6841.37,60109.71
2020-04-22,6841.36,7156.38,6818.00,7125.14,61486.38
2020-04-23,7125.12,7738.00,7020.00,7482.39,102773.57
2020-04-24,7483.96,7615.96,7388.00,7505.00,60182.12
2020-04-25,7505.00,7705.00,7431.07,7538.67,43874.43
2020-04-26,7539.03,7700.00,7480.00,7693.10,50522.62
2020-04-27,7693.10,7792.02,7606.00,7774.62,65441.34
2020-04-28,7773.51,7780.00,7659.12,7738.98,46302.75
2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.89
2020-04-30,8778.58,9460.00,8401.00,8620.00,206277.21
2020-05-01,8620.00,9059.18,8613.56,8826.96,91468.82
2020-05-02,8825.67,9010.00,8753.00,8972.05,59002.09
2020-05-03,8972.58,9200.00,8712.00,8894.16,90126.07
2020-05-04,8894.15,8950.00,8522.00,8871.96,84418.51
2020-05-05,8871.92,9118.58,8760.00,9021.83,76480.77
2020-05-06,9021.36,9395.00,8906.21,9142.92,105925.30
2020-05-07,9143.40,10067.00,9021.00,9986.40,147154.61
2020-05-08,9986.30,10035.96,9705.00,9800.01,100683.80
2020-05-09,9800.02,9914.25,9520.00,9539.40,81950.68
2020-05-10,9539.10,9574.83,8117.00,8722.77,183865.18
2020-05-11,8722.77,9168.00,8200.00,8561.52,168807.25
2020-05-12,8562.04,8978.26,8528.78,8810.79,86522.78
2020-05-13,8810.99,9398.00,8792.99,9309.37,92466.27
2020-05-14,9309.35,9939.00,9256.76,9791.98,129565.38
2020-05-15,9791.97,9845.62,9150.00,9316.42,115890.76
2020-05-16,9315.96,9588.00,9220.00,9381.27,59587.63
2020-05-17,9380.81,9888.00,9322.10,9680.04,68647.76
2020-05-18,9681.11,9950.00,9464.23,9733.93,82006.60
2020-05-19,9733.93,9897.21,9474.00,9775.53,78539.76
2020-05-20,9775.13,9842.00,9326.00,9511.43,74923.74
2020-05-21,9511.43,9578.47,8815.00,9068.65,108928.78
2020-05-22,9067.51,9271.00,8933.52,9170.00,58943.13
